                  #Energy              Total trace      Spin Up (spin axis)      Spin Dn (spin axis)         <Sz> (spin axis)
      -13.605693008999998        0.032606440433476        0.016303220216237        0.016303220217239        0.000000000000501
      -13.578481622981998        0.032758977527297        0.016379488764896        0.016379488762400       -0.000000000001248
      -13.551270236963997        0.032915043814875        0.016457521906064        0.016457521908811        0.000000000001373
      -13.524058850945998        0.033074674743941        0.016537337370868        0.016537337373073        0.000000000001102
      -13.496847464927997        0.033237907364395        0.016618953681333        0.016618953683062        0.000000000000864
      -13.469636078909998        0.033404780426332        0.016702390212954        0.016702390213378        0.000000000000212
      -13.442424692891997        0.033575334361927        0.016787667180908        0.016787667181019        0.000000000000055
      -13.415213306873998        0.033749611345078        0.016874805673182        0.016874805671897       -0.000000000000642
      -13.388001920855997        0.033927655296505        0.016963827648568        0.016963827647936       -0.000000000000316
      -13.360790534837998        0.034109511938507        0.017054755969063        0.017054755969444        0.000000000000190
      -13.333579148819997        0.034295228835505        0.017147614417672        0.017147614417832        0.000000000000080
      -13.306367762801997        0.034484855416818        0.017242427709651        0.017242427707166       -0.000000000001242
      -13.279156376783998        0.034678443035580        0.017339221517894        0.017339221517687       -0.000000000000104
      -13.251944990765997        0.034876044994144        0.017438022496872        0.017438022497271        0.000000000000199
      -13.224733604747998        0.035077716608949        0.017538858306389        0.017538858302560       -0.000000000001915
      -13.197522218729997        0.035283515230809        0.017641757615728        0.017641757615081       -0.000000000000323
      -13.170310832711998        0.035493500346493        0.017746750173918        0.017746750172575       -0.000000000000671
      -13.143099446693997        0.035707733569517        0.017853866785131        0.017853866784386       -0.000000000000373
      -13.115888060675998        0.035926278734982        0.017963139366583        0.017963139368399        0.000000000000908
      -13.088676674657997        0.036149201971670        0.018074600988031        0.018074600983639       -0.000000000002196
      -13.061465288639997        0.036376571701793        0.018188285851832        0.018188285849961       -0.000000000000936
      -13.034253902621998        0.036608458781027        0.018304229389668        0.018304229391359        0.000000000000845
      -13.007042516603999        0.036844936505220        0.018422468252428        0.018422468252791        0.000000000000182
      -12.979831130585998        0.037086080736943        0.018543040368132        0.018543040368811        0.000000000000339
      -12.952619744567999        0.037331969911492        0.018665984955900        0.018665984955592       -0.000000000000154
      -12.925408358549999        0.037582685196155        0.018791342598135        0.018791342598021       -0.000000000000057
      -12.898196972531998        0.037838310495753        0.018919155248080        0.018919155247673       -0.000000000000204
      -12.870985586513999        0.038098932583105        0.019049466290997        0.019049466292109        0.000000000000556
      -12.843774200495998        0.038364641180898        0.019182320588541        0.019182320592358        0.000000000001909
      -12.816562814477999        0.038635529047339        0.019317764523826        0.019317764523514       -0.000000000000156
      -12.789351428459998        0.038911692083433        0.019455846043595        0.019455846039838       -0.000000000001879
      -12.762140042441999        0.039193229429174        0.019596614713962        0.019596614715212        0.000000000000625
      -12.734928656423998        0.039480243567158        0.019740121782979        0.019740121784179        0.000000000000600
      -12.707717270405999        0.039772840456302        0.019886420228872        0.019886420227430       -0.000000000000721
      -12.680505884387998        0.040071129621957        0.020035564812525        0.020035564809431       -0.000000000001547
      -12.653294498369998        0.040375224308694        0.020187612153995        0.020187612154699        0.000000000000352
      -12.626083112351999        0.040685241585172        0.020342620791543        0.020342620793629        0.000000000001043
      -12.598871726333998        0.041001302481176        0.020500651239303        0.020500651241872        0.000000000001285
      -12.571660340315999        0.041323532165378        0.020661766082942        0.020661766082436       -0.000000000000253
      -12.544448954297998        0.041652060046837        0.020826030023334        0.020826030023503        0.000000000000085
      -12.517237568279999        0.041987019971942        0.020993509984652        0.020993509987290        0.000000000001319
      -12.490026182261998        0.042328550356944        0.021164275177216        0.021164275179728        0.000000000001256
      -12.462814796243999        0.042676794388535        0.021338397193310        0.021338397195225        0.000000000000958
      -12.435603410225998        0.043031900185033        0.021515950091241        0.021515950093792        0.000000000001276
      -12.408392024207998        0.043394020990496        0.021697010495493        0.021697010495003       -0.000000000000245
      -12.381180638189999        0.043763315388941        0.021881657694445        0.021881657694496        0.000000000000025
      -12.353969252171998        0.044139947493250        0.022069973746742        0.022069973746508       -0.000000000000117
      -12.326757866153999        0.044524087185320        0.022262043593117        0.022262043592203       -0.000000000000457
      -12.299546480135998        0.044915910325913        0.022457955161647        0.022457955164266        0.000000000001309
      -12.272335094117999        0.045315599028586        0.022657799515197        0.022657799513388       -0.000000000000904
      -12.245123708099998        0.045723341876726        0.022861670936818        0.022861670939907        0.000000000001544
      -12.217912322081999        0.046139334232245        0.023069667117739        0.023069667114506       -0.000000000001616
      -12.190700936063998        0.046563778488249        0.023281889243625        0.023281889244624        0.000000000000500
      -12.163489550045998        0.046996884401168        0.023498442200038        0.023498442201130        0.000000000000546
      -12.136278164027997        0.047438869363166        0.023719434680997        0.023719434682169        0.000000000000586
      -12.109066778009998        0.047889958767346        0.023944979384328        0.023944979383018       -0.000000000000655
      -12.081855391991999        0.048350386350474        0.024175193176649        0.024175193173825       -0.000000000001412
      -12.054644005973998        0.048820394544053        0.024410197272060        0.024410197271993       -0.000000000000034
      -12.027432619955999        0.049300234893105        0.024650117446634        0.024650117446471       -0.000000000000081
      -12.000221233937998        0.049790168428629        0.024895084215580        0.024895084213049       -0.000000000001266
      -11.973009847919998        0.050290466155974        0.025145233078109        0.025145233077865       -0.000000000000122
      -11.945798461901997        0.050801409446611        0.025400704722474        0.025400704724137        0.000000000000831
      -11.918587075883998        0.051323290567556        0.025661645284302        0.025661645283254       -0.000000000000524
      -11.891375689865997        0.051856413199048        0.025928206600493        0.025928206598556       -0.000000000000968
      -11.864164303847998        0.052401092928391        0.026200546464165        0.026200546464226        0.000000000000031
      -11.836952917829997        0.052957657877809        0.026478828938701        0.026478828939108        0.000000000000203
      -11.809741531811998        0.053526449268646        0.026763224634686        0.026763224633960       -0.000000000000363
      -11.782530145793999        0.054107822116846        0.027053911058825        0.027053911058021       -0.000000000000402
      -11.755318759775998        0.054702145842254        0.027351072921392        0.027351072920862       -0.000000000000265
      -11.728107373757998        0.055309805067013        0.027654902534436        0.027654902532577       -0.000000000000929
      -11.700895987739997        0.055931200341751        0.027965600170695        0.027965600171057        0.000000000000181
      -11.673684601721998        0.056566748976076        0.028283374489025        0.028283374487052       -0.000000000000986
      -11.646473215703997        0.057216885900092        0.028608442949513        0.028608442950579        0.000000000000533
      -11.619261829685998        0.057882064602349        0.028941032299002        0.028941032303347        0.000000000002172
      -11.592050443667997        0.058562758097713        0.029281379048507        0.029281379049207        0.000000000000350
      -11.564839057649998        0.059259459976831        0.029629729989130        0.029629729987701       -0.000000000000715
      -11.537627671631999        0.059972685531086        0.029986342767128        0.029986342763958       -0.000000000001585
      -11.510416285613998        0.060702972954412        0.030351486478306        0.030351486476105       -0.000000000001101
      -11.483204899595998        0.061450884561080        0.030725442281712        0.030725442279368       -0.000000000001172
      -11.455993513577997        0.062217008214630        0.031108504107094        0.031108504107536        0.000000000000221
      -11.428782127559998        0.063001958720359        0.031500979359034        0.031500979361324        0.000000000001145
      -11.401570741541997        0.063806379417377        0.031903189708484        0.031903189708893        0.000000000000205
      -11.374359355523998        0.064630943801659        0.032315471902755        0.032315471898904       -0.000000000001926
      -11.347147969505997        0.065476357341703        0.032738178673403        0.032738178668299       -0.000000000002552
      -11.319936583487999        0.066343359366893        0.033171679683476        0.033171679683417       -0.000000000000030
      -11.292725197469998        0.067232725115772        0.033616362558360        0.033616362557412       -0.000000000000474
      -11.265513811451999        0.068145267935555        0.034072633966976        0.034072633968579        0.000000000000801
      -11.238302425433998        0.069081841673854        0.034540920836759        0.034540920837095        0.000000000000168
      -11.211091039415999        0.070043343169000        0.035021671585770        0.035021671583230       -0.000000000001270
      -11.183879653398000        0.071030715049163        0.035515357525093        0.035515357524070       -0.000000000000512
      -11.156668267379999        0.072044948665078        0.036022474331947        0.036022474333131        0.000000000000592
      -11.129456881362000        0.073087087271354        0.036543543636236        0.036543543635118       -0.000000000000559
      -11.102245495343999        0.074158229500601        0.037079114749907        0.037079114750693        0.000000000000393
      -11.075034109325999        0.075259533070604        0.037629766537003        0.037629766533601       -0.000000000001701
      -11.047822723307998        0.076392218822973        0.038196109410742        0.038196109412231        0.000000000000744
      -11.020611337289999        0.077557575145294        0.038778787573586        0.038778787571708       -0.000000000000939
      -10.993399951271998        0.078756962654727        0.039378481326070        0.039378481328658        0.000000000001294
      -10.966188565253999        0.079991819430250        0.039995909715284        0.039995909714966       -0.000000000000159
      -10.938977179235998        0.081263666590921        0.040631833295636        0.040631833295286       -0.000000000000175
      -10.911765793217999        0.082574114443478        0.041287057221698        0.041287057221780        0.000000000000041
      -10.884554407200000        0.083924869159641        0.041962434580632        0.041962434579009       -0.000000000000811
      -10.857343021181999        0.085317740064523        0.042658870032227        0.042658870032296        0.000000000000034
      -10.830131635163999        0.086754647648569        0.043377323822829        0.043377323825740        0.000000000001456
      -10.802920249145998        0.088237632309045        0.044118816155491        0.044118816153553       -0.000000000000969
      -10.775708863127999        0.089768863941090        0.044884431969147        0.044884431971943        0.000000000001398
      -10.748497477109998        0.091350652529697        0.045675326266142        0.045675326263555       -0.000000000001293
      -10.721286091091999        0.092985459756571        0.046492729878483        0.046492729878088       -0.000000000000197
      -10.694074705073998        0.094675911832509        0.047337955914215        0.047337955918294        0.000000000002039
      -10.666863319055999        0.096424813668382        0.048212406833190        0.048212406835192        0.000000000001001
      -10.639651933037998        0.098235164578425        0.049117582288016        0.049117582290409        0.000000000001197
      -10.612440547019999        0.100110175658126        0.050055087828097        0.050055087830029        0.000000000000966
      -10.585229161001999        0.102053289163824        0.051026644584031        0.051026644579793       -0.000000000002119
      -10.558017774983998        0.104068200034807        0.052034100018479        0.052034100016328       -0.000000000001075
      -10.530806388965999        0.106158879953138        0.053079439977676        0.053079439975463       -0.000000000001107
      -10.503595002947998        0.108329604306872        0.054164802154170        0.054164802152702       -0.000000000000734
      -10.476383616929999        0.110584982292809        0.055292491146958        0.055292491145851       -0.000000000000553
      -10.449172230911998        0.112929990972629        0.056464995485724        0.056464995486905        0.000000000000591
      -10.421960844893999        0.115370013480803        0.057685006740789        0.057685006740014       -0.000000000000387
      -10.394749458875998        0.117910882338818        0.058955441168655        0.058955441170163        0.000000000000754
      -10.367538072857998        0.120558928530292        0.060279464262243        0.060279464268049        0.000000000002903
      -10.340326686839999        0.123321037328102        0.061660518665604        0.061660518662498       -0.000000000001553
      -10.313115300821998        0.126204711983729        0.063102355992429        0.063102355991300       -0.000000000000565
      -10.285903914803999        0.129218146692174        0.064609073346153        0.064609073346021       -0.000000000000066
      -10.258692528785998        0.132370310384199        0.066185155192386        0.066185155191813       -0.000000000000287
      -10.231481142767999        0.135671043379264        0.067835521689844        0.067835521689420       -0.000000000000212
      -10.204269756749998        0.139131169364605        0.069565584681749        0.069565584682857        0.000000000000554
      -10.177058370731999        0.142762625528509        0.071381312763611        0.071381312764898        0.000000000000643
      -10.149846984713998        0.146578614630034        0.073289307316227        0.073289307313807       -0.000000000001210
      -10.122635598695998        0.150593783403050        0.075296891701546        0.075296891701504       -0.000000000000021
      -10.095424212677997        0.154824432993694        0.077412216495381        0.077412216498314        0.000000000001467
      -10.068212826659998        0.159288768444662        0.079644384220941        0.079644384223721        0.000000000001390
      -10.041001440641999        0.164007196082054        0.082003598039942        0.082003598042112        0.000000000001085
      -10.013790054623998        0.169002680211482        0.084501340108230        0.084501340103252       -0.000000000002489
       -9.986578668605999        0.174301173515861        0.087150586757784        0.087150586758078        0.000000000000147
       -9.959367282587998        0.179932139918977        0.089966069958154        0.089966069960823        0.000000000001334
       -9.932155896569999        0.185929194183242        0.092964597091041        0.092964597092201        0.000000000000580
       -9.904944510551998        0.192330890130703        0.096165445066423        0.096165445064280       -0.000000000001072
       -9.877733124533998        0.199181699690237        0.099590849844934        0.099590849845303        0.000000000000184
       -9.850521738515997        0.206533238993008        0.103266619496630        0.103266619496378       -0.000000000000126
       -9.823310352497998        0.214445816983951        0.107222908490684        0.107222908493267        0.000000000001292
       -9.796098966479997        0.222990409250018        0.111495204625426        0.111495204624592       -0.000000000000417
       -9.768887580461998        0.232251196926610        0.116125598462984        0.116125598463626        0.000000000000321
       -9.741676194443999        0.242328863382832        0.121164431690825        0.121164431692007        0.000000000000591
       -9.714464808425998        0.253344914910649        0.126672457455452        0.126672457455197       -0.000000000000127
       -9.687253422407998        0.265447394459011        0.132723697230104        0.132723697228908       -0.000000000000598
       -9.660042036389997        0.278818498175381        0.139409249086618        0.139409249088764        0.000000000001073
       -9.632830650371998        0.293684791159738        0.146842395581250        0.146842395578488       -0.000000000001381
       -9.605619264353997        0.310330947218706        0.155165473607950        0.155165473610756        0.000000000001403
       -9.578407878335998        0.329118165655372        0.164559082827580        0.164559082827793        0.000000000000106
       -9.551196492317999        0.350508492806729        0.175254246402982        0.175254246403747        0.000000000000383
       -9.523985106300000        0.375095753154903        0.187547876575811        0.187547876579091        0.000000000001640
       -9.496773720281999        0.403641497847504        0.201820748924927        0.201820748922578       -0.000000000001174
       -9.469562334263999        0.437107416552541        0.218553708273976        0.218553708278565        0.000000000002295
       -9.442350948245998        0.476657549228211        0.238328774614866        0.238328774613345       -0.000000000000760
       -9.415139562227999        0.523562261920242        0.261781130959288        0.261781130960953        0.000000000000833
