                  #Energy              Total trace      Spin Up (spin axis)      Spin Dn (spin axis)         <Sx> (spin axis)         <Sy> (spin axis)         <Sz> (spin axis)
      -13.605693008999998        0.007280182944940        0.002319341068118        0.004960841876822        0.000000000000000        0.000000000000000        0.001320750404352
      -13.578481622981998        0.007339541346586        0.002334492052280        0.005005049294306        0.000000000000000        0.000000000000000        0.001335278621013
      -13.551270236963997        0.007399706219991        0.002349808937934        0.005049897282056        0.000000000000000        0.000000000000000        0.001350044172061
      -13.524058850945998        0.007460692415661        0.002365294194924        0.005095398220738        0.000000000000000        0.000000000000000        0.001365052012907
      -13.496847464927997        0.007522515157732        0.002380950345382        0.005141564812349        0.000000000000000        0.000000000000000        0.001380307233484
      -13.469636078909998        0.007585190054926        0.002396779964979        0.005188410089947        0.000000000000000        0.000000000000000        0.001395815062484
      -13.442424692891997        0.007648733112319        0.002412785684270        0.005235947428049        0.000000000000000        0.000000000000000        0.001411580871890
      -13.415213306873998        0.007713160743434        0.002428970190274        0.005284190553160        0.000000000000000        0.000000000000000        0.001427610181443
      -13.388001920855997        0.007778489782341        0.002445336227580        0.005333153554761        0.000000000000000        0.000000000000000        0.001443908663590
      -13.360790534837998        0.007844737496945        0.002461886600117        0.005382850896829        0.000000000000000        0.000000000000000        0.001460482148356
      -13.333579148819997        0.007911921602288        0.002478624172563        0.005433297429726        0.000000000000000        0.000000000000000        0.001477336628582
      -13.306367762801997        0.007980060274363        0.002495551871881        0.005484508402482        0.000000000000000        0.000000000000000        0.001494478265300
      -13.279156376783998        0.008049172164852        0.002512672689066        0.005536499475786        0.000000000000000        0.000000000000000        0.001511913393360
      -13.251944990765997        0.008119276416024        0.002529989680877        0.005589286735148        0.000000000000000        0.000000000000000        0.001529648527135
      -13.224733604747998        0.008190392676345        0.002547505971377        0.005642886704968        0.000000000000000        0.000000000000000        0.001547690366795
      -13.197522218729997        0.008262541116838        0.002565224754073        0.005697316362765        0.000000000000000        0.000000000000000        0.001566045804346
      -13.170310832711998        0.008335742447891        0.002583149293535        0.005752593154356        0.000000000000000        0.000000000000000        0.001584721930410
      -13.143099446693997        0.008410017936864        0.002601282927526        0.005808735009338        0.000000000000000        0.000000000000000        0.001603726040906
      -13.115888060675998        0.008485389426251        0.002619629068843        0.005865760357408        0.000000000000000        0.000000000000000        0.001623065644282
      -13.088676674657997        0.008561879352824        0.002638191207654        0.005923688145170        0.000000000000000        0.000000000000000        0.001642748468758
      -13.061465288639997        0.008639510767277        0.002656972913403        0.005982537853874        0.000000000000000        0.000000000000000        0.001662782470235
      -13.034253902621998        0.008718307354779        0.002675977837242        0.006042329517537        0.000000000000000        0.000000000000000        0.001683175840148
      -13.007042516603999        0.008798293456477        0.002695209714374        0.006103083742104        0.000000000000000        0.000000000000000        0.001703937013865
      -12.979831130585998        0.008879494091698        0.002714672366300        0.006164821725398        0.000000000000000        0.000000000000000        0.001725074679549
      -12.952619744567999        0.008961934981148        0.002734369703471        0.006227565277677        0.000000000000000        0.000000000000000        0.001746597787103
      -12.925408358549999        0.009045642571083        0.002754305727885        0.006291336843198        0.000000000000000        0.000000000000000        0.001768515557656
      -12.898196972531998        0.009130644058455        0.002774484535606        0.006356159522849        0.000000000000000        0.000000000000000        0.001790837493621
      -12.870985586513999        0.009216967417232        0.002794910319823        0.006422057097409        0.000000000000000        0.000000000000000        0.001813573388793
      -12.843774200495998        0.009304641425734        0.002815587373604        0.006489054052130        0.000000000000000        0.000000000000000        0.001836733339263
      -12.816562814477999        0.009393695694986        0.002836520092886        0.006557175602100        0.000000000000000        0.000000000000000        0.001860327754607
      -12.789351428459998        0.009484160698701        0.002857712979678        0.006626447719024        0.000000000000000        0.000000000000000        0.001884367369673
      -12.762140042441999        0.009576067804004        0.002879170645174        0.006696897158829        0.000000000000000        0.000000000000000        0.001908863256828
      -12.734928656423998        0.009669449304338        0.002900897813467        0.006768551490871        0.000000000000000        0.000000000000000        0.001933826838702
      -12.707717270405999        0.009764338452527        0.002922899324580        0.006841439127948        0.000000000000000        0.000000000000000        0.001959269901684
      -12.680505884387998        0.009860769496677        0.002945180138491        0.006915589358186        0.000000000000000        0.000000000000000        0.001985204609847
      -12.653294498369998        0.009958777716650        0.002967745338746        0.006991032377904        0.000000000000000        0.000000000000000        0.002011643519579
      -12.626083112351999        0.010058399462812        0.002990600136412        0.007067799326399        0.000000000000000        0.000000000000000        0.002038599594994
      -12.598871726333998        0.010159672196205        0.003013749874323        0.007145922321882        0.000000000000000        0.000000000000000        0.002066086223779
      -12.571660340315999        0.010262634530521        0.003037200031160        0.007225434499361        0.000000000000000        0.000000000000000        0.002094117234100
      -12.544448954297998        0.010367326276140        0.003060956225955        0.007306370050185        0.000000000000000        0.000000000000000        0.002122706912115
      -12.517237568279999        0.010473788486195        0.003085024222888        0.007388764263306        0.000000000000000        0.000000000000000        0.002151870020209
      -12.490026182261998        0.010582063504754        0.003109409935839        0.007472653568914        0.000000000000000        0.000000000000000        0.002181621816538
      -12.462814796243999        0.010692195017077        0.003134119433604        0.007558075583472        0.000000000000000        0.000000000000000        0.002211978074934
      -12.435603410225998        0.010804228102532        0.003159158945147        0.007645069157385        0.000000000000000        0.000000000000000        0.002242955106119
      -12.408392024207998        0.010918209289689        0.003184534864809        0.007733674424879        0.000000000000000        0.000000000000000        0.002274569780035
      -12.381180638189999        0.011034186614511        0.003210253758440        0.007823932856072        0.000000000000000        0.000000000000000        0.002306839548816
      -12.353969252171998        0.011152209680902        0.003236322369000        0.007915887311902        0.000000000000000        0.000000000000000        0.002339782471451
      -12.326757866153999        0.011272329724303        0.003262747622835        0.008009582101468        0.000000000000000        0.000000000000000        0.002373417239316
      -12.299546480135998        0.011394599678702        0.003289536636333        0.008105063042370        0.000000000000000        0.000000000000000        0.002407763203019
